ID,NAME,LATITUDE,LONGITUDE
147,JOAQUÍN SOROLLA,39.45920116494089,-0.38471964489236865
148,TÚRIA,39.4773599582275,-0.38964010964915374
149,V. ANDRÉS E.,39.50859094643862,-0.4198903466921565
150,V. ZARAGOZÁ,39.483371733833444,-0.3579472299464509
151,TRÀNSITS,39.48956298766361,-0.38725832066842797
152,S. PSIQUIÀTRIC,39.58193206673295,-0.44314444097345107
153,EUGENIA VIÑES,39.473690032156306,-0.32572779030366644
154,AUSIÀS MARCH,39.25099944997115,-0.4916388990780401
155,ALMÀSSERA,39.51225662131278,-0.35426667340684503
156,ALBORAYA-PERIS ARAGÓ,39.50059127741352,-0.35252776744511094
157,FACULTATS,39.47789125269659,-0.36238740636819244
158,FACULTATS,39.47839124969816,-0.3613964096350411
159,DR. LLUCH,39.46930694516833,-0.32815277553594935
160,ALFAUIR,39.48929977331076,-0.3660329874005219
161,TOSSAL DEL REI,39.49595260550199,-0.3725369867353797
162,MAS DEL ROSARI,39.524959563683595,-0.43582499063381863
163,LL. LLARGA - TERRAMELAR,39.509899138604595,-0.4304472212902087
164,MASIES,39.566581724900566,-0.40537777521239793
165,TORRENT,39.43464660553132,-0.46098610739617746
166,PICASSENT,39.36303710803507,-0.464858323584329
167,CARLET,39.226799010055636,-0.5249416829880603
168,ALGINET,39.26475524769148,-0.47455832415395016
169,FONT ALMAGUER,39.28940582156607,-0.4640861150711377
170,OMET,39.3550071708263,-0.47361388782143216
171,TORRENT AVINGUDA,39.43181228556838,-0.4728333355312329
172,PATERNA,39.49880981348664,-0.4419719874506259
173,SANTA RITA,39.50565719489025,-0.4551055426515671
174,FUENTE DEL JARRO,39.51117324704118,-0.46451666966837063
175,LA VALLESA,39.53784179636349,-0.49797776306751707
176,EL CLOT,39.5498657220956,-0.5279861093914577
177,LLÍRIA,39.62284088043667,-0.5902777914521419
178,MANISES,39.48958969051481,-0.4590654368536673
179,AEROPORT,39.492366789986896,-0.4749194379568777
180,CAMPANAR - LA FE,39.48422330940932,-0.3954371945133958
181,MACHADO,39.49279120642025,-0.35857932425341
182,XÀTIVA,39.46783056273336,-0.3776404255345655
183,RIBA-ROJA DE TÚRIA,39.54333495963937,-0.5594444278345464
184,ALAMEDA,39.47363752703317,-0.36549713547643425
185,MARINA REIAL JOAN CARLES I,39.46325302065733,-0.3258508441839875
186,SEMINARI - CEU,39.54998779211858,-0.38974443064379294
187,CANTERER-A,39.50238037049734,-0.41207221163652963
