NODEID,PRICE,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,HASPARKINGSPACE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,FLOORCLEAN,CADMAXBUILDINGFLOOR,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_BLASCO,LONGITUDE,LATITUDE,ANTIQUITY,NEIGHBOURID
171,200000,0.0743243243243243,0.037037037037037,0.0833333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.2727272727272727,0.4444444444444444,0,0,1,0.2954690457794748,0.2918582419044858,0.2520741982403967,-0.358155691823926,39.4649022109974,0.1241217798594847,78
172,654000,0.1858108108108108,0.0493827160493827,0.25,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0.5833333333333334,0.4545454545454546,0.6666666666666666,0,0,1,0.2740263240036163,0.0427916577499553,0.114650902448027,-0.358699858337866,39.471716205113,0.0538641686182669,78
173,285000,0.1081081081081081,0.0493827160493827,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.4242424242424242,0.5555555555555556,0,0,1,0.3233132341751177,0.0589798153878574,0.0837239591773132,-0.355537579956562,39.4723469706221,0.0843091334894613,78
174,205000,0.0743243243243243,0.037037037037037,0.0833333333333333,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.2727272727272727,0.4444444444444444,0,0,1,0.303150226178407,0.2753976533307434,0.2394469386039291,-0.357454542472972,39.4653096824797,0.1241217798594847,78
175,147000,0.0281531531531531,0.0,0.0833333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1666666666666666,0.2424242424242424,0.6666666666666666,1,0,0,0.31071735594125,0.0974876698261473,0.1316569124640807,-0.356109904243388,39.4701258187765,0.0398126463700234,78
176,239000,0.0529279279279279,0.0246913580246913,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2424242424242424,0.6666666666666666,1,0,0,0.301740855171536,0.1083446697150598,0.1451391089489589,-0.356696682022134,39.4696707110219,0.0398126463700234,78
177,241000,0.0867117117117117,0.0246913580246913,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,0.2727272727272727,0.4444444444444444,0,0,1,0.3021202709875644,0.1470791817725781,0.1657576257078802,-0.356723580290079,39.4686533317041,0.0304449648711943,78
178,270000,0.0968468468468468,0.0493827160493827,0.1666666666666666,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1666666666666666,0.4242424242424242,0.5555555555555556,0,0,1,0.3241123709693455,0.071806982828588,0.0570978868893158,-0.355856029079602,39.4737595842635,0.0772833723653395,78
2022,500000,0.143018018018018,0.037037037037037,0.1666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5833333333333334,0.4242424242424242,0.6666666666666666,0,0,1,0.1806977459521417,0.0135700420592401,0.1207298608264928,-0.365568968597053,39.4732684901397,0.1826697892271662,78
3191,407000,0.161036036036036,0.0493827160493827,0.25,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.25,0.2424242424242424,0.3333333333333333,0,0,1,0.22375283677496,0.099095030927135,0.0929893740889065,-0.362858598627504,39.4739367252396,0.1124121779859484,78
