NODEID,PRICE,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,HASPARKINGSPACE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,FLOORCLEAN,CADMAXBUILDINGFLOOR,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_BLASCO,LONGITUDE,LATITUDE,ANTIQUITY,NEIGHBOURID
216,98000,0.0698198198198198,0.037037037037037,0.0833333333333333,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1666666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5271369835070653,0.1719565754667821,0.8711422968825208,-0.403382261979198,39.4526244579481,0.1053864168618267,57
217,113000,0.1081081081081081,0.037037037037037,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.563641393219494,0.24418607422835,0.9120925044594932,-0.405373684096286,39.4515698503689,0.081967213114754,57
222,181000,0.1092342342342342,0.037037037037037,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2727272727272727,0.5555555555555556,1,0,0,0.4399346858439095,0.0637332720163313,0.7718936319248857,-0.399503938271111,39.4559791278209,0.081967213114754,57
5423,109000,0.0867117117117117,0.037037037037037,0.1666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5517225685518001,0.2157863435483377,0.8997995721909899,-0.403867397525157,39.4511398249245,0.1053864168618267,57
5424,135000,0.0765765765765765,0.037037037037037,0.1666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5539130426609045,0.2198275489671238,0.9026382944004484,-0.403614403644311,39.450755801551,0.1053864168618267,57
5425,143000,0.0844594594594594,0.037037037037037,0.1666666666666666,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.2424242424242424,0.4444444444444444,0,0,1,0.5197397017782526,0.1524653810318792,0.8637282586929508,-0.40229328651809,39.4522217521035,0.0772833723653395,57
5426,134000,0.1542792792792792,0.037037037037037,0.1666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.4778303205011132,0.1593438691446904,0.8108401430449169,-0.403018755209244,39.4564631167439,0.063231850117096,57
5427,125000,0.0855855855855855,0.037037037037037,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5606846063784253,0.2338472120105955,0.9097712119263764,-0.404432401351999,39.450945240046,0.0843091334894613,57
5428,165000,0.0912162162162162,0.037037037037037,0.1666666666666666,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.4963051784715271,0.1513891478038061,0.8336027743357175,-0.403278964780712,39.4550905763466,0.0327868852459016,57
5429,58000,0.0686936936936936,0.037037037037037,0.0833333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2121212121212121,0.4444444444444444,0,0,1,0.5442528730502296,0.200863633832326,0.8918960142564493,-0.402979735630908,39.450948825871,0.0983606557377049,57
5430,149000,0.0912162162162162,0.037037037037037,0.1666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.2424242424242424,0.4444444444444444,0,0,1,0.5160005876015492,0.1475564711815858,0.8589912976257846,-0.402530315735219,39.4527225365946,0.1030444964871194,57
5431,162000,0.0788288288288288,0.0246913580246913,0.0833333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.5017009828697419,0.1556805316231105,0.8399419327644112,-0.403452230865763,39.454806164059,0.0772833723653395,57
5432,146000,0.0574324324324324,0.0246913580246913,0.0833333333333333,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0.6666666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.4714760837322619,0.1570004945312315,0.8034757568165016,-0.40274164819209,39.4567271900525,0.0562060889929742,57
5433,239000,0.1306306306306306,0.037037037037037,0.1666666666666666,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0.6666666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.5060397846937322,0.1930799563331438,0.8425861275444525,-0.404559363101819,39.4556597075811,0.0608899297423887,57
5434,124000,0.1081081081081081,0.0493827160493827,0.1666666666666666,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.5833333333333334,0.2121212121212121,0.5555555555555556,0,0,1,0.5630489071081195,0.2419053629242675,0.9116216157463513,-0.405203535246913,39.4514579455682,0.0749414519906323,57
5435,145000,0.0754504504504504,0.037037037037037,0.1666666666666666,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.2424242424242424,0.4444444444444444,0,0,1,0.527693976417467,0.1716780520202542,0.8719659580226325,-0.403271506836205,39.4524778418106,0.1030444964871194,57
5436,261000,0.1531531531531531,0.037037037037037,0.1666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5479722805608906,0.2093994653794895,0.8952259582639646,-0.403980730962547,39.4515297372854,0.0515222482435597,57
5437,102000,0.1081081081081081,0.0493827160493827,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5833333333333334,0.2424242424242424,0.5555555555555556,0,0,1,0.4955294327942314,0.1645278329269489,0.8317666587904609,-0.403622519928197,39.4555396854617,0.0772833723653395,57
5438,124000,0.0945945945945945,0.0493827160493827,0.1666666666666666,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.1666666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5473157881091709,0.2128441299523205,0.8936268430770943,-0.404585637423304,39.4521378314156,0.0749414519906323,57
5439,117000,0.1081081081081081,0.0493827160493827,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5833333333333334,0.2424242424242424,0.5555555555555556,0,0,1,0.4886683014612963,0.1450448295444429,0.824724874627266,-0.402986906269853,39.4554444048322,0.0772833723653395,57
5440,166000,0.0912162162162162,0.037037037037037,0.1666666666666666,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.5253578820489804,0.1982982558019504,0.8662534306126536,-0.404855709984942,39.4542519346954,0.0327868852459016,57
5441,144000,0.0743243243243243,0.037037037037037,0.1666666666666666,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.2121212121212121,0.4444444444444444,0,0,1,0.5525658028605696,0.2215572715971138,0.8997785689475996,-0.40469056330777,39.4518158554979,0.0515222482435597,57
5442,120000,0.0799549549549549,0.037037037037037,0.1666666666666666,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5565118298314831,0.2254110659185979,0.9051367652288408,-0.404162012178028,39.4510292900721,0.1053864168618267,57
5443,125000,0.0709459459459459,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.2121212121212121,0.4444444444444444,0,0,1,0.5107338334289905,0.1381955076931302,0.8529290988824918,-0.402358055815632,39.4529799435257,0.0351288056206089,57
5444,154000,0.0855855855855855,0.037037037037037,0.1666666666666666,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5833333333333334,0.2121212121212121,0.4444444444444444,0,0,1,0.5137163394785319,0.17753173456275,0.8532641934483874,-0.40418249939558,39.4545432019985,0.0796252927400468,57
5445,132000,0.0855855855855855,0.037037037037037,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5614764478855345,0.235140846873799,0.911391854145156,-0.403736294505478,39.4502900636795,0.0843091334894613,57
5446,89000,0.0743243243243243,0.037037037037037,0.0833333333333333,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5137195980488423,0.1657168659202574,0.8542071043440399,-0.403746390524699,39.4540830182015,0.1007025761124121,57
5447,97000,0.0461711711711711,0.0246913580246913,0.1666666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.2424242424242424,0.4444444444444444,0,0,1,0.4562615479569459,0.1451903502250844,0.7864541232917363,-0.401878601063373,39.4571223072553,0.0515222482435597,57
5448,120000,0.0799549549549549,0.037037037037037,0.1666666666666666,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5833333333333334,0.2121212121212121,0.5555555555555556,0,0,1,0.5277280097694393,0.1682422121262149,0.8727497592172825,-0.4026755427246,39.451942011634,0.0562060889929742,57
5449,114000,0.0968468468468468,0.037037037037037,0.0833333333333333,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1666666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5443402383175322,0.2398467521975877,0.8868067490393708,-0.40622190689657,39.4540752281328,0.0983606557377049,57
5450,80000,0.0641891891891891,0.037037037037037,0.0833333333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.4999999999999999,0.2121212121212121,0.4444444444444444,0,0,1,0.5672104801905464,0.2462037033054339,0.917498935886508,-0.404405356709683,39.4504221221949,0.1007025761124121,57
5451,125000,0.0855855855855855,0.0493827160493827,0.1666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.5555555555555556,0,0,1,0.5491581297818655,0.2162044161774969,0.8957347917531941,-0.404658312246768,39.4520583745339,0.0749414519906323,57
5452,71000,0.063063063063063,0.037037037037037,0.0833333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.2121212121212121,0.4444444444444444,0,0,1,0.5649721014087683,0.2424743072060357,0.9145532339525692,-0.404691848108295,39.4508429273231,0.1077283372365339,57
5453,188000,0.1362612612612612,0.0493827160493827,0.1666666666666666,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0.4166666666666666,0.2424242424242424,0.5555555555555556,0,0,1,0.4722014664988224,0.1184264880654796,0.806594418321083,-0.401941107415141,39.4557543593857,0.0562060889929742,57
5454,58000,0.0563063063063063,0.037037037037037,0.0833333333333333,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2121212121212121,0.4444444444444444,0,0,1,0.5405125224712738,0.1937122842806255,0.8871026608127512,-0.403363690075819,39.4515609978968,0.1030444964871194,57
5455,78000,0.0855855855855855,0.037037037037037,0.0833333333333333,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.4444444444444444,0,0,1,0.5592636278623616,0.230485147014333,0.90873503462037,-0.403809205151224,39.450516913801,0.1053864168618267,57
