source,target,DISTANCE
74,75,0.00949597463403424
38,106,0.03935089157363549
15,93,0.03642625485243707
29,39,0.03639043987623262
55,105,0.028193226820073053
94,106,0.032200745900248094
69,107,0.03140959255050742
31,63,0.02418194777272884
6,40,0.034277828011784015
66,97,0.04245261613227984
40,102,0.029463703835145464
29,67,0.017495193755119934
97,101,0.04169705651425181
51,110,0.0139403350934425
7,13,0.04388102613258976
47,100,0.02919054989515557
5,56,0.03481863754438
93,107,0.049526919273606404
7,12,0.007079881438119051
12,84,0.03706104116288113
33,93,0.032821989745184764
35,47,0.02191090168841338
48,95,0.04473930565740326
86,99,0.02627483633893548
30,111,0.021122026663909433
32,35,0.03140441182969831
7,34,0.01696744405757391
7,76,0.0240747012748512
12,109,0.04247650117542064
84,109,0.007065263373757854
84,107,0.047591579390648564
51,107,0.02403104076238069
30,55,0.032196884266165626
19,113,0.036787261641774135
37,95,0.03279147214213567
7,39,0.0367872486103123
68,104,0.037055755427832744
47,67,0.017137991979141693
40,108,0.04044078835196655
33,65,0.022991382298551518
78,96,0.03312806594905301
14,52,0.04109678073125848
12,95,0.04034566368339347
35,44,0.017283626530611437
44,66,0.04597317716713233
10,29,0.006329769049001722
34,51,0.04316878880844374
21,87,0.033282910822008835
32,52,0.032203002731653274
18,59,0.021401318529643422
41,112,0.034041543076183636
69,109,0.02258464274104708
9,28,0.011157998986987164
73,78,0.034567812459720515
13,82,0.04525975724349758
12,79,0.03673936839951708
16,84,0.03281710866889598
47,97,0.02687954763925483
3,37,0.045525507044433686
45,101,0.03767648367560117
76,93,0.048126045934469175
15,65,0.032056670895067835
93,95,0.03745539097639563
8,32,0.022032192694071737
33,48,0.025012222223495802
37,110,0.01614484631428255
3,53,0.021394667855803507
38,76,0.0416439812492143
15,38,0.030115446529506328
93,94,0.029036599740444122
69,76,0.034038693211511074
35,101,0.04453797541826823
60,81,0.06004081581948579
39,83,0.03770147316070137
66,99,0.027743476648072595
16,72,0.026884960884760552
46,100,0.016510799423827546
7,84,0.030104481348931757
68,112,0.007978363891905212
52,66,0.02080565517190083
63,78,0.021637063638977314
39,82,0.035551065070285354
12,110,0.04943800220690908
106,107,0.04553395374119673
47,55,0.0319289487371628
48,65,0.016166191116937432
23,26,0.023714634431285214
33,37,0.013392133511257492
42,65,0.03559671758866928
69,80,0.043436513230630545
7,107,0.02125345234490753
40,110,0.02860055846465722
80,82,0.013582005801879456
96,105,0.014159766451689022
7,95,0.04639822828480899
51,106,0.041083877830907445
40,65,0.026039160048366712
65,105,0.040761700369717296
23,61,0.01802704708478273
65,110,0.010298228555245453
34,107,0.030012206007744142
15,76,0.012056603582449607
33,50,0.01836553121781124
34,79,0.04984804177921997
4,92,0.021532135244645756
82,84,0.03446886187943216
69,84,0.017021987035360838
79,84,0.02725924923893923
0,61,0.017021137953125286
5,45,0.02765086111896991
