source,target,DISTANCE
11,126,0.02327052361925989
79,220,0.04500708706356686
294,311,0.025480115578578672
149,242,0.04183062989643812
3,291,0.011715384634202729
106,296,0.037102350436684035
27,143,0.018836396118767702
32,51,0.0431692877229187
241,269,0.018931520863921514
11,241,0.028594529804153317
181,260,0.04027337471120713
49,171,0.008225498182423283
292,312,0.03443797035326372
169,194,0.04975713150604982
172,187,0.010802012610743532
212,317,0.027465142746060562
257,259,0.01795156135046458
79,88,0.042864125608776435
146,215,0.004240202738430523
54,257,0.027490170194069064
11,163,0.04272186569274907
41,228,0.037275426707298935
17,130,0.04796702917384542
93,251,0.03697523911794572
33,123,0.035944218625803305
86,278,0.04772987317552433
87,139,0.03218040179934918
13,150,0.03864086007033621
140,150,0.04825721265401862
6,9,0.014769436492272817
155,235,0.03542042456848765
114,250,0.03216321356887371
111,228,0.011014349485050574
77,171,0.04772982096296047
127,236,0.04134716719827012
99,273,0.048770283154834684
1,59,0.03577072037199195
148,235,0.04871372243880309
28,129,0.037189286010514896
105,161,0.0022320456396886356
68,127,0.04892867007906339
103,222,0.006089814494982118
105,314,0.04135407998276542
41,93,0.011715389871695814
196,250,0.032720335585286316
178,189,0.043067837205652715
146,273,0.043926774208390036
208,312,0.03803598378144309
177,226,0.031211662540868743
14,158,0.047690076720897506
220,307,0.04126345330316787
86,264,0.01262101621750573
99,138,0.04127131724943688
247,249,0.047684245477462466
67,128,0.013897882403768404
6,162,0.007286983004926539
126,282,0.04161183914669015
299,305,0.047994821493976554
23,316,0.03481898750704169
69,82,0.029667750334784256
182,269,0.03135861480055271
87,151,0.023286012002461224
132,213,0.04240892341959515
82,260,0.016298548513266713
134,137,0.04132995607372887
284,293,0.04576151770516634
160,248,0.030483221759140568
110,152,0.03936677534201538
44,181,0.025897098767120583
70,161,0.034274892890889606
155,242,0.04275468641435631
139,180,0.046995170499249776
171,285,0.01972657679563993
109,305,0.04419826957230433
69,262,0.049234606746038106
136,167,0.04421941608159848
43,141,0.009066525513321332
132,138,0.018753050581718705
42,215,0.028086428438348826
254,299,0.043301567504696006
194,219,0.02013296050710896
47,309,0.026711435711945862
41,287,0.03643484104788416
89,226,0.028655438995731277
42,185,0.04980958796059078
17,42,0.0341945916892039
269,282,0.02132209969250266
226,250,0.005822023194384237
128,193,0.0352096923657727
107,131,0.04604984821905941
63,112,0.02264761558605092
247,312,0.02975535602263253
34,206,0.03226268168702792
284,303,0.041279991673501396
73,124,0.04356412278567585
221,307,0.02438215227228846
130,153,0.03722926146049012
118,249,0.020984522409053272
16,202,0.019879775822417615
101,121,0.037256691660166714
152,211,0.042054757214949716
166,296,0.04494711989704329
204,314,0.043822327792815786
129,255,0.04006479232188032
45,245,0.04124588012470457
278,286,0.029755375354170582
167,284,0.031713488732778516
53,287,0.046572050933404746
179,292,0.01813307407511884
103,285,0.00985607534661128
59,122,0.02525143202381099
27,314,0.044193788686088
192,277,0.04359061434202839
202,314,0.005983842791188338
157,174,0.04977768078970433
138,282,0.048195499227245635
98,273,0.036769942641990024
106,144,0.03992731890966615
119,150,0.03485395563714636
152,220,0.04074646233651368
244,249,0.04540025935118155
216,301,0.04031978637780269
192,229,0.00728786669950256
166,305,0.035791845683262574
137,298,0.0315480536625135
102,262,0.03312843669843548
127,149,0.04049778691273938
49,285,0.015150976656176407
130,185,0.03357916486008479
1,241,0.03990465987368409
102,158,0.027415019003750877
14,86,0.035958445476492885
290,312,0.0430693922897733
196,226,0.028189681913762445
67,110,0.012801533593457863
189,196,0.023719339748842154
42,163,0.03770191587283097
87,189,0.004239205566679598
182,241,0.025986319686036048
178,226,0.03726331348607272
86,167,0.011412826709225618
125,220,0.019726545410695566
132,274,0.041074671761540976
114,133,0.04519710536764143
53,246,0.010777585038588758
132,282,0.029804409972430133
95,308,0.04073981613794074
27,260,0.04826889854101382
44,283,0.025892139948434364
179,312,0.03785772822207865
219,273,0.01432522107350774
119,269,0.04935845898077517
115,140,0.049998987964879726
223,275,0.026506042824311207
47,258,0.021632667250605316
152,280,0.04487936886191674
45,121,0.04110233006867429
251,316,0.03547730384912891
140,206,0.043919646974602995
165,223,0.022424843325500862
155,236,0.04912505539777053
163,236,0.0364267328482123
36,111,0.047426268753266894
93,96,0.03576581693112438
27,44,0.04187293416699764
59,284,0.04995510849489065
67,237,0.02223023904287683
182,236,0.01994616427620216
86,284,0.039945510287857484
159,271,0.03849111621975139
185,309,0.04427364659882333
81,260,0.009496091820014386
106,129,0.017429934626788927
136,270,0.035209778821952434
72,238,0.04794860944981813
133,233,0.045594661832603224
130,309,0.04298003613693911
166,196,0.02551411485910119
126,236,0.019024811511130363
146,208,0.020636483645393187
212,235,0.043169292910866595
79,83,0.04249144400449057
114,189,0.03427716931545452
177,294,0.02866598843741007
61,225,0.01623786494401248
117,204,0.027766485075244277
111,246,0.04326525674071825
45,173,0.04369081795502377
105,157,0.019944977267152875
13,59,0.022302433369207075
26,278,0.022230307003140923
71,82,0.012089501489143025
23,157,0.023430782622563786
163,244,0.03722925985870759
61,79,0.03938450696226062
313,317,0.042659131880467535
270,282,0.04607064325696472
88,221,0.018362050547676586
60,111,0.028193508212508912
214,301,0.04127125788962861
17,169,0.048799896181597406
65,209,0.04088961657420307
148,269,0.022861089853816824
282,308,0.0408310278412762
15,218,0.020205170953217274
69,260,0.04042243242012596
189,254,0.04865018516784761
274,308,0.03470779183126986
86,286,0.041520013730322304
236,269,0.04874073525944673
23,251,0.0014130702253986093
149,158,0.048568654823041686
40,238,0.04929626694491501
70,228,0.025241990966214094
185,292,0.016081641354648953
3,137,0.04041028456738852
271,278,0.02684838654732854
108,173,0.03304859955467732
79,207,0.049813241338324814
127,300,0.03405040621692806
258,273,0.045069577468135176
41,157,0.028174688318208598
184,232,0.011015754906098608
45,299,0.03719457280721022
109,166,0.028174669340544255
206,302,0.0407465489673675
215,244,0.017856383358725053
79,225,0.02474172158381595
25,227,0.02756108683564183
59,158,0.03804962308495306
174,314,0.018422813973965006
220,225,0.03745579992791876
193,237,0.04406841116386913
197,278,0.02220467536060257
13,102,0.02705387548976614
224,253,0.013041799737165986
88,97,0.04319868966865255
114,226,0.036913673085246346
273,313,0.038908813522928985
150,300,0.034142325496912665
272,306,0.029190878487090982
9,162,0.02194372191421291
170,202,0.022051505140910258
126,182,0.027561136957359903
14,39,0.04319880717574643
70,111,0.024122429767864585
24,222,0.029086314854080392
36,105,0.02327049534238698
169,290,0.025586463557690585
172,202,0.022204640753544957
125,142,0.033560126464406384
132,182,0.027224490382584333
