source,target,DISTANCE
102,304,0.02898603567502802
173,257,0.047911388672489896
74,488,0.005820785179604624
112,382,0.01609527937329665
83,131,0.037965783490399294
261,477,0.04803635840619066
325,420,0.039033582402153974
79,530,0.04389286807006837
102,258,0.01912947781983324
165,421,0.048138857830029046
245,383,0.02733322658810574
83,333,0.049226614932844255
88,260,0.021958807857944948
126,463,0.049998015061477226
224,353,0.039596889979841544
177,460,0.042421043579208194
42,526,0.0308004624851319
131,153,0.007806728052341647
138,141,0.04510260915277408
9,53,0.03957506691897859
293,326,0.01746596364489271
196,541,0.017474237402729645
141,276,0.021558568538824503
199,230,0.049084651879642914
314,443,0.02589193340863871
384,529,0.04707135979412528
208,478,0.0358687249146357
387,419,0.027197688862430073
207,354,0.035436336965481124
120,396,0.04477195981614794
396,419,0.04757770938713483
306,427,0.04182075610027492
209,364,0.026854492294421356
57,315,0.02061197364712986
196,522,0.020045804402992265
381,398,0.04626899171724816
225,423,0.04433965083672604
217,531,0.03463812722351873
402,485,0.04028125423418559
478,480,0.04376326526680139
375,501,0.04791283020371437
406,527,0.043459496145166907
275,329,0.041668374235929055
106,515,0.04640652089515543
7,286,0.041387098233399366
179,369,0.02993551797129958
370,516,0.028317835756086696
189,422,0.023567794186580476
224,350,0.022664057135301396
319,460,0.04557736025471092
173,326,0.015809721131772182
282,289,0.014053410080661355
390,454,0.03441885954701322
310,431,0.03726130522280484
93,166,0.02601623143799684
64,298,0.0022316120707242325
195,436,0.02470551194624545
287,415,0.03304327668840307
242,512,0.048777259222322185
73,238,0.04220227243783535
59,541,0.007808510863394812
177,448,0.01959781066272107
21,208,0.03920137923189898
231,448,0.034402661462376756
315,444,0.04717535125970362
264,325,0.012619139936677745
39,304,0.02406928108062854
369,530,0.02322273440417147
150,264,0.032905396899467365
4,76,0.044036624034579114
27,380,0.01920662377061832
44,45,0.04580706266746407
127,349,0.028095107239457857
312,544,0.0355540676546886
34,172,0.02615396287443494
83,363,0.040203852332601764
277,291,0.037189184051093935
133,416,0.049083875150136166
363,536,0.0481497347148627
348,520,0.048556184668001406
155,225,0.030463150854965246
91,218,0.0454049152411883
124,283,0.016967544694378226
6,419,0.029109981927292503
27,536,0.03108740065147817
67,200,0.013355617167689616
320,419,0.031296527832921375
470,476,0.01164400695298728
179,424,0.04544366774130136
209,406,0.02661537266341327
379,509,0.030303696238244887
136,513,0.023211762352297584
130,486,0.041193586135622164
167,241,0.024216080663030243
387,396,0.03395649045556491
311,342,0.03549816915983895
15,51,0.027053774724739445
155,421,0.04403662923806966
209,379,0.0415484425473526
181,500,0.013897856685631647
349,462,0.04423830960683168
314,431,0.024183103240274725
8,539,0.021482290296099927
340,527,0.04606719663485323
130,304,0.0298635654773468
151,290,0.04134449089670818
215,390,0.048908213501737983
450,541,0.03933240358196764
174,375,0.035358600868583084
281,481,0.019053797177793524
10,11,0.032585998778923306
86,355,0.03883799872695234
0,403,0.0376816512750878
110,143,0.0044739701715081895
314,347,0.04453269154455668
224,398,0.02258483042290046
364,397,0.019096725335968054
72,338,0.0234790863902649
512,550,0.01250887038636955
24,333,0.04460532668465075
246,315,0.03854693758178569
184,485,0.049256676804850956
225,458,0.035101745720050384
96,237,0.03587471821692483
314,515,0.027650977634243797
28,418,0.027634116982167563
432,441,0.04953901904243158
3,209,0.021963288504507447
4,431,0.04205458070355635
382,413,0.03994524573744376
250,335,0.022614303342313225
43,402,0.02519908677456635
97,292,0.04362750192585981
155,290,0.0494829695924977
209,441,0.020574072398540297
142,157,0.036228243086277784
266,314,0.047362437262362854
434,453,0.0259297645035537
32,504,0.04560275119814895
18,142,0.04182276259980567
16,254,0.027108090495900426
96,327,0.007065314351680929
101,532,0.04909541744245274
222,505,0.04785254576924953
339,349,0.024679020233589106
21,182,0.03738536879716779
304,486,0.0415650498931503
137,263,0.049683555270377405
314,376,0.04970629454367294
60,348,0.02826782991711139
48,251,0.02700780545415969
193,203,0.013019660852824294
153,378,0.021996403770974674
132,490,0.0085916854608603
288,396,0.036095315109867104
144,478,0.04165216945827388
57,422,0.03317743438606593
149,502,0.03219595349282607
376,531,0.04135382577622676
372,422,0.03749911120033284
149,161,0.039954158964432676
14,82,0.03197689299361633
98,128,0.009891410655577791
78,418,0.040881330592787535
15,318,0.03080735164771787
56,176,0.0413561463942767
125,150,0.04637713663012174
378,469,0.03090106512194311
155,369,0.0411958255319748
86,356,0.041279791000314245
