NODEID,PRICE,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,HASPARKINGSPACE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,FLOORCLEAN,CADMAXBUILDINGFLOOR,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_BLASCO,LONGITUDE,LATITUDE,ANTIQUITY,NEIGHBOURID
0,111000,0.0574324324324324,0.0246913580246913,0.0833333333333333,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5833333333333334,0.2121212121212121,0.3333333333333333,0,0,1,0.6631700161528312,0.2636276546844233,0.6718810807843436,-0.393538331726532,39.5009075674168,0.0398126463700234,44
38,51000,0.0529279279279279,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1818181818181818,0.2222222222222222,0,1,0,0.6234357310735305,0.3021863862790563,0.6272708971378428,-0.392091169707592,39.4991814429996,0.0679156908665105,44
39,69000,0.0506756756756756,0.037037037037037,0.1666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1515151515151515,0.1111111111111111,0,1,0,0.637294261745503,0.135783818839469,0.6865067547945085,-0.398480173845065,39.4974868764778,0.1592505854800937,44
40,81000,0.0889639639639639,0.037037037037037,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2424242424242424,0.2222222222222222,0,1,0,0.6346940240149614,0.2011268730103383,0.6622306730711021,-0.395555138360461,39.49859249078,0.1124121779859484,44
337,77000,0.0833333333333333,0.0493827160493827,0.1666666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2424242424242424,0.2222222222222222,0,0,1,0.6423983597461341,0.1757118950768052,0.6747166113023058,-0.396388307971166,39.4987012514844,0.0983606557377049,44
338,75000,0.0427927927927927,0.0246913580246913,0.0833333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1515151515151515,0.2222222222222222,0,0,1,0.6274091058186168,0.2248706108631514,0.6504715489767574,-0.394780400137654,39.498476025493,0.1124121779859484,44
339,36000,0.0472972972972973,0.037037037037037,0.0833333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2121212121212121,0.2222222222222222,0,1,0,0.6267712397165829,0.2906160738758129,0.632901554460967,-0.392472562053597,39.4992440555422,0.0936768149882903,44
13323,81000,0.0855855855855855,0.0493827160493827,0.0833333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1515151515151515,0.2222222222222222,0,1,0,0.5914509541042507,0.2068560300232143,0.6347280188694697,-0.396382680079522,39.4957372328914,0.1100702576112412,44
13335,75000,0.1137387387387387,0.037037037037037,0.1666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.1515151515151515,0.3333333333333333,0,0,1,0.600310653226415,0.1879282769695064,0.6525907997222855,-0.397747360586447,39.4956236636272,0.081967213114754,44
13397,118000,0.0698198198198198,0.037037037037037,0.0833333333333333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.1515151515151515,0.2222222222222222,0,0,1,0.6009979652508228,0.1882764006126749,0.6534775595068341,-0.39779316090109,39.4956427069542,0.0866510538641686,44
13401,45000,0.0484234234234234,0.0246913580246913,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1818181818181818,0.1111111111111111,0,0,1,0.640292040637215,0.2572372885210377,0.6524029089747209,-0.393574486549057,39.4996291311311,0.1147540983606557,44
13402,74000,0.0855855855855855,0.037037037037037,0.0833333333333333,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,0.1515151515151515,0.2222222222222222,0,0,1,0.647798956223271,0.2664556473926056,0.6568793780571165,-0.393299698632614,39.5001364673034,0.1147540983606557,44
13403,85000,0.0945945945945945,0.0493827160493827,0.0833333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.2424242424242424,0.2222222222222222,0,1,0,0.635889675518246,0.2032823047977124,0.662487980768568,-0.395458156597902,39.4986984223231,0.1124121779859484,44
13404,48000,0.0518018018018018,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999999,0.1818181818181818,0.2222222222222222,0,0,1,0.6210122371934599,0.2609614148520118,0.635943056206667,-0.3935444727976,39.49856542115,0.1147540983606557,44
13405,82000,0.0867117117117117,0.0493827160493827,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666666,0.303030303030303,0.2222222222222222,0,1,0,0.6113624903868122,0.2286425651162459,0.6392566499962417,-0.395015570341636,39.4974723138857,0.1124121779859484,44
13406,86000,0.0979729729729729,0.0493827160493827,0.1666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334,0.2121212121212121,0.3333333333333333,0,1,0,0.6529282138328368,0.2528067823915709,0.6646251690683446,-0.393771692377229,39.5002641697344,0.0515222482435597,44
13407,70000,0.0506756756756756,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1515151515151515,0.1111111111111111,0,1,0,0.6270816996541015,0.1498694185392284,0.6796673405272717,-0.398609919607361,39.4968141217946,0.1592505854800937,44
13408,79000,0.0912162162162162,0.0493827160493827,0.1666666666666666,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.4166666666666666,0.2424242424242424,0.2222222222222222,0,0,1,0.6242848474411247,0.225458901000482,0.6481393687914508,-0.39481069826288,39.4982875202832,0.1124121779859484,44
13409,82000,0.0867117117117117,0.0493827160493827,0.1666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1666666666666666,0.2424242424242424,0.2222222222222222,0,1,0,0.6272400020349372,0.1992088421974796,0.6578991458465743,-0.395783766024155,39.4980751055326,0.1124121779859484,44
13410,47000,0.0484234234234234,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.2121212121212121,0.2222222222222222,0,1,0,0.6508236106640415,0.2562505515637196,0.6619326689922024,-0.393646577728485,39.5001892929488,0.1147540983606557,44
13411,75000,0.0743243243243243,0.037037037037037,0.1666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,0.303030303030303,0.2222222222222222,0,0,1,0.6645629842254283,0.2409284096346047,0.6781090988777324,-0.394265426767015,39.5007437004377,0.1147540983606557,44
13412,52000,0.0686936936936936,0.037037037037037,0.0833333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.1515151515151515,0.2222222222222222,0,0,1,0.63646779564801,0.1295169311983185,0.6917813423956529,-0.399239858026953,39.49707146112,0.1124121779859484,44
