source,target,DISTANCE
3,11,0.029985753676552297
3,14,0.04594346214172551
6,10,0.051120485643683114
0,13,0.024066223326227456
1,9,0.06385389004057691
11,14,0.01987967129918299
8,12,0.010300371135225007
2,5,0.02998572083451946
7,8,0.5094412535277568
4,13,0.021158346959375306
1,2,0.050046019440109266
0,5,0.038868372219877385
0,4,0.024410042955593514
