source,target,DISTANCE
66,167,0.02930961081780743
9,187,0.015809813696078312
141,189,0.03231006626538336
0,91,0.04747372184761604
65,104,0.047733837721121386
0,53,0.03083804840606542
86,165,0.010209304321896746
21,190,0.03545903003502691
62,72,0.0031653565136318456
56,178,0.01845874015613953
4,60,0.0279235611114466
25,175,0.049532825030279934
167,198,0.014992823318238752
63,77,0.048147543680145774
66,181,0.048992700420944765
1,9,0.005086293828369119
55,98,0.02598938654326967
123,166,0.011016195968094994
63,189,0.026236033606596317
39,146,0.04641005330759722
141,196,0.04874058315689928
149,173,0.03456814473622727
36,157,0.03959701407731051
69,72,0.02684885490211032
7,47,0.017853002442749413
83,201,0.016619729456441888
156,195,0.04545554550817372
98,107,0.03689261426386962
65,185,0.026985440489397435
113,128,0.016051628885234988
115,200,0.04696092320729697
89,116,0.030481381315594167
17,204,0.04890854748496507
36,108,0.0022316271245865255
5,193,0.03801578590090825
1,10,0.03604818368305621
19,148,0.03710234475857781
10,167,0.025739195862794717
114,116,0.04710306922184607
14,40,0.04452009223744698
175,178,0.0009973051863927259
197,199,0.04467608642657624
1,196,0.009196894131653952
41,200,0.01997100481929549
42,83,0.030336323576745598
53,58,0.0361795052638381
188,194,0.048214164913573276
6,89,0.032676023691501736
42,203,0.02302482716957623
46,143,0.046705591609021234
46,158,0.032676024748068404
115,176,0.020171743457179
25,104,0.024183181163197842
132,171,0.04029085789699008
17,194,0.025580588445451996
54,162,0.010209296637868875
56,96,0.04842504153212852
62,154,0.0035998875695568274
63,166,0.024196956345145376
40,144,0.029540638889867746
20,130,0.04209529112533427
149,170,0.027794491257629058
27,74,0.04063364425085051
43,168,0.026242065643221322
155,157,0.03995127078794147
19,144,0.019185435107396395
1,137,0.02089960176037516
9,167,0.03892124706649203
40,158,0.04481910436336742
63,132,0.03359311319147564
63,141,0.01360191769903338
16,24,0.03413511620630654
73,128,0.03259702779763624
44,155,0.012661440819411868
39,61,0.005374065540545934
53,65,0.017466058564033167
74,180,0.046450350453617485
86,154,0.01997716347491883
118,132,0.029905758602586263
90,106,0.004993176972623694
15,49,0.06642961644646317
7,23,0.017798551130125947
16,107,0.012188394841842736
87,129,0.03463261757076154
29,124,0.034398392973826866
5,144,0.017103181490641745
66,198,0.030108756038954153
9,175,0.04744752501571829
119,157,0.02371481490851805
3,113,0.013389742044998033
6,170,0.03135344190426015
83,204,0.04892782784940156
72,86,0.02201839046317763
116,155,0.032586188544001665
9,179,0.02769084287400311
0,65,0.030386342139421287
32,132,0.02208361801110924
105,173,0.009209274103014992
51,95,0.030397360469320515
64,97,0.04146877573661399
3,112,0.046928404167408254
110,168,0.032455872444869
123,132,0.04915570066774139
142,189,0.022369886673301028
9,196,0.014282441597122598
31,67,0.04759206902939551
77,96,0.015150947107435588
56,104,0.010626816538000535
3,206,0.005983829529308918
165,175,0.014769377349565882
101,145,0.01920228552069466
53,86,0.04098851669864287
87,132,0.04813059306761624
16,92,0.024646717059368793
110,111,0.021789417306853034
44,116,0.03304721138957479
61,176,0.04773463059425362
129,167,0.024031276944545904
153,187,0.010449800590476854
183,196,0.043239510721692055
114,158,0.019387015003693324
1,69,0.04952740894317832
39,193,0.03315972392908021
59,204,0.032305270565738
96,187,0.0022369881423349655
123,134,0.007978445075584923
31,68,0.029702444065539783
72,187,0.022316240673443944
56,62,0.03517377473241338
1,167,0.043919543408730964
120,166,0.04099768818486971
137,175,0.02565083334889524
62,104,0.04419822519542393
13,155,0.04995500416855375
110,128,0.023408729391740428
128,206,0.019692242301870923
94,204,0.013582159130788364
150,207,0.041804591571756367
112,206,0.048431690065170147
100,164,0.06234871538929743
76,201,0.020498849690950498
7,144,0.015092569603866242
51,53,0.030483164149457027
63,179,0.047656110114118785
77,153,0.023372000587606943
53,60,0.026109710496994426
17,203,0.012717617268417305
89,176,0.02905384592824725
141,167,0.03738344762243693
9,63,0.04042189764459183
39,200,0.023595835864116486
47,144,0.00608980573548152
50,87,0.030838052595592066
95,121,0.04758672504114539
58,99,0.04707204474950127
56,175,0.018699418674232717
40,61,0.0420769726518871
161,195,0.04234941585199508
3,43,0.006309599963831047
49,88,0.035654813249416384
41,46,0.022304228658581376
59,90,0.02700210153450656
67,114,0.03171341428413478
167,186,0.030393433061112543
46,119,0.015092578255440959
59,108,0.04717546774988121
68,108,0.038935915842741343
36,68,0.038659580877860714
6,14,0.04644842591307559
63,66,0.0031649161545424754
113,206,0.01892880059341673
9,62,0.03817333735347213
7,188,0.04326722108256265
106,207,0.04680675725192934
170,193,0.026425964885303698
59,106,0.030932472624472015
83,159,0.04098530863768405
10,187,0.045197074225485405
62,153,0.01623647791633252
69,77,0.04790748239083549
74,104,0.03989221187182299
17,64,0.026154583270392853
112,205,0.008589826627661078
77,175,0.04468563210690034
95,99,0.04948343108027461
24,92,0.045525967334023795
40,152,0.04805553319454214
56,139,0.045534356714512135
98,103,0.045807246260765225
31,36,0.03931874775419937
14,207,0.022119266148746233
69,153,0.024542033400553664
77,183,0.046103570618347224
104,165,0.039366742320014754
39,67,0.04186878487110855
41,176,0.027199561153353508
50,167,0.036655181630949205
66,141,0.012031814346639145
34,177,0.05678637668085635
90,204,0.005822024455604883
23,148,0.042562424631529615
41,193,0.03895639700830217
74,160,0.03662331530581109
98,138,0.015617085975638661
117,121,0.04362769786600768
85,133,0.03139624995906463
134,198,0.00423920359257515
114,176,0.04202117161845442
73,113,0.0483216926790129
185,198,0.04707158540775559
14,149,0.01519869093755828
123,198,0.01137351918508315
41,119,0.0369550973538859
29,202,0.022960136030762815
115,158,0.0426302045723971
132,142,0.0381528321769342
27,122,0.028253233974781276
43,110,0.0070799477941894265
89,119,0.021157066338658985
30,108,0.019189821714745786
146,155,0.02986363597776195
69,178,0.005653588035924765
108,146,0.04813911588164461
50,179,0.026020678516315385
153,167,0.048534398657772496
4,139,0.04116299617887091
50,196,0.017951495315171498
153,196,0.026110637800626228
187,196,0.01678005570940742
12,93,0.013357047466958726
76,191,0.04533999373956462
13,176,0.01520126475063637
75,83,0.03526830481959074
36,197,0.01311919844882212
178,196,0.04658437052552843
14,39,0.03401756362966833
52,119,0.0424914866986487
26,127,0.047708001917800835
68,204,0.036323924954352715
89,114,0.021482377169294593
89,146,0.028799136540206008
99,160,0.03242854400693984
2,194,0.03994199634191643
32,118,0.008478409280056366
122,123,0.020504493111739203
44,115,0.019946124689282835
60,121,0.048875906582568795
114,149,0.042419118308541344
124,126,0.02765112065926727
75,81,0.04119336282748754
39,170,0.023573139805854383
75,150,0.0323029495082386
129,181,0.04932321072042689
108,143,0.029037824081560713
67,119,0.029106707905123246
105,194,0.0440629373793331
1,178,0.046854478554049214
126,182,0.02818970870317547
69,74,0.04470431426638943
1,66,0.046725472518612
50,166,0.048650149894426065
78,192,0.03440874054159251
152,158,0.022861033050474246
106,173,0.03576921803913567
120,123,0.03466979094096779
123,142,0.03715812826448981
21,101,0.046840488179383945
55,138,0.013355681631135506
25,53,0.031087481514347943
71,107,0.019659356671657194
1,179,0.026053205980391722
75,201,0.02999263527039802
73,206,0.047908277698737414
105,149,0.038518576879029105
50,183,0.045266405051493736
114,193,0.04416498289760907
145,205,0.04790828050322084
36,52,0.021097453587359625
147,161,0.025956327877705958
43,73,0.04616009030122181
166,167,0.01577400994272196
27,65,0.0396554668251435
143,199,0.04429223290744263
50,142,0.02904897791820625
67,157,0.015241595813153649
14,105,0.044772130751042374
66,171,0.04714114144055748
87,141,0.02278739473877059
1,154,0.038925608762302756
96,180,0.033273109920191966
153,189,0.036688794198527726
129,198,0.02746506193636859
13,114,0.04188048766156843
56,137,0.044308807776652144
32,152,0.04734023768632052
91,117,0.028660277779184447
142,187,0.047423585414182
75,194,0.019730563078474955
90,173,0.040633673021989246
150,191,0.04856183854907929
147,195,0.031315870289198744
182,199,0.04592253427400736
43,206,0.0020026060601430564
193,200,0.02055727054507882
