source,target,DISTANCE
26,310,0.012964973335219006
23,29,0.03231003399802162
136,245,0.04480536858712343
118,284,0.04382284467885102
24,30,0.037383419177305505
144,181,0.043067282545039796
170,180,0.033283856554899655
95,229,0.018133956372561776
29,133,0.018992125668699518
225,320,0.0360066664198709
42,167,0.03253318377116932
276,281,0.04104635670361939
185,250,0.04966853937974108
59,138,0.025654757903444993
127,239,0.04354016390329569
25,130,0.016095338586599398
250,345,0.04571523887647523
107,314,0.04165226403283572
146,318,0.045729707937913686
135,163,0.043361878170937944
237,313,0.043721615372909466
244,322,0.01167951520325898
106,377,0.030446377963021486
23,139,0.03348062359870444
300,309,0.046547280414525126
245,285,0.044988952699911225
29,317,0.033480621315698476
308,370,0.04644130704159045
13,337,0.04305488032579336
58,228,0.040633675120032436
1,292,0.04169829627963567
312,346,0.028308898928349552
283,298,0.04931771202956235
323,369,0.022434948470598945
118,289,0.027203832234074684
179,350,0.04814755452163555
93,120,0.02746501775447363
13,288,0.03801604193866237
231,293,0.010172593450544654
137,381,0.031248895068781507
58,105,0.01859728476651022
95,249,0.0014133980714943948
320,373,0.01798850955082483
218,331,0.035358158703710854
6,98,0.03490500048641452
272,310,0.04987557274728435
317,381,0.029633041307296205
42,363,0.0499982541306538
223,371,0.034174801423376706
152,171,0.04297550687993976
173,304,0.03260096199810705
187,365,0.04296467062081078
100,290,0.03414319389111654
71,381,0.04182089194846527
40,77,0.03894598092854845
128,221,0.02934067755372798
287,351,0.03376342231715029
105,189,0.029663314484218533
125,377,0.04825706745186982
170,227,0.02371932702969653
16,370,0.031234152788418023
157,321,0.034843546825025475
104,345,0.04922669908323897
115,272,0.04618122665703761
155,361,0.04901364140760223
75,253,0.039101186031773635
285,345,0.03514088123988172
185,314,0.008949622756171059
78,381,0.04954936110911752
97,355,0.031184936158375576
229,314,0.012717617550465637
240,373,0.04334267666367988
34,304,0.04715553549281158
233,313,0.047550956746643835
298,299,0.019977162728913766
223,340,0.044553609333609794
272,284,0.04016423317209545
164,317,0.03290191580063071
40,224,0.04506941708201103
36,336,0.037149599830152376
9,98,0.006329830329177451
15,145,0.03266157457085347
63,341,0.021963319451189373
34,99,0.014290582861138651
105,323,0.03931873434199793
23,371,0.04703716816104962
106,122,0.04638822708073682
21,355,0.03375857378957252
90,299,0.02941319228322227
98,167,0.042453030368533956
153,214,0.021958888211024055
133,344,0.04349632804737733
229,278,0.0309711666358751
3,344,0.019655931898569363
210,386,0.02105118835479844
59,320,0.048358783255746836
4,390,0.020420424030960675
74,255,0.02258486743537761
59,307,0.03910125162261119
228,345,0.04559464692608154
16,167,0.01767682960241083
45,236,0.016020838135906074
154,382,0.039410208160522264
189,270,0.03260097684468645
109,183,0.03822238212215302
200,250,0.032197170065146975
34,276,0.04620809848578793
21,59,0.03936905099592394
54,364,0.033219462258216405
200,262,0.03931189962628122
17,356,0.02243962564509748
340,350,0.019977165397113597
99,138,0.03394910931266047
114,295,0.0454939943692061
116,348,0.04381870967928975
71,336,0.04826880396624462
348,390,0.03292434364916041
85,86,0.022831686294834702
71,157,0.04310172093819728
227,343,0.040762136331752644
249,278,0.038246150631601715
4,316,0.020050632027937953
78,377,0.007808539461309125
303,375,0.029760592392096705
136,378,0.031780972477226256
173,351,0.03164914470771647
71,182,0.04084615169683495
210,213,0.0444631261263674
36,351,0.04604963084704515
90,298,0.012057175243852102
104,360,0.02476642530784654
21,231,0.03639132591544266
360,392,0.03006891509920674
21,262,0.03197572340596216
163,244,0.0321906829687161
231,308,0.043294472740406265
156,331,0.021482359509781775
174,375,0.04089530017983213
303,349,0.04383916884191159
173,287,0.04600083081141757
224,352,0.025951404496747814
301,324,0.02505218748942527
122,355,0.04496027920050936
80,157,0.030187012640941247
152,281,0.047203216051438214
257,284,0.04442420907859688
324,368,0.031853037191179844
33,53,0.027690839391607134
21,200,0.011679517475456754
34,137,0.03772148473773578
98,184,0.042066307965327975
118,262,0.04702230440335343
47,323,0.0051051097276912
27,307,0.03841331184557886
240,314,0.03542835670235392
73,275,0.03575390515014665
158,358,0.038007666449531394
194,243,0.023710413271066984
193,343,0.049154301709995525
45,157,0.043616690473859965
74,77,0.006400763629173042
229,240,0.04811612900238532
74,128,0.0408225310518836
223,354,0.03328314534248084
182,366,0.036311227983364086
185,261,0.043344992377546736
336,390,0.041247685425789805
4,379,0.01697091038781278
313,347,0.018579021305499363
336,368,0.03139623285443869
178,236,0.038413295206016565
115,227,0.022439680177894886
26,325,0.049073736175469694
108,176,0.01767905575956231
43,189,0.048275483864613625
56,71,0.021958884679926877
98,262,0.02059043910172935
312,345,0.043464528107247616
16,355,0.03751942858900857
7,316,0.01826939701018859
2,386,0.017679039570573003
68,233,0.028600350544930958
236,342,0.010621176113327253
69,271,0.006089801321067196
97,125,0.04948320146877732
134,204,0.02012466771050603
59,221,0.018051254473193293
234,240,0.039594909408356194
78,80,0.023029959396824715
288,346,0.04154134577217251
4,363,0.03887765887735153
65,390,0.047689940160694264
100,333,0.028655405593317803
197,301,0.04652449285259251
110,196,0.026414479600082884
226,234,0.03108750375266893
241,362,0.0169835177130313
261,345,0.001994612708583773
106,225,0.03704905562035723
34,380,0.047898878200637485
105,258,0.015602250623616242
348,377,0.04577253280136707
368,381,0.04920025972618383
167,377,0.0184340522685421
74,221,0.02695521574207733
185,345,0.04361994107915208
98,106,0.011713619994639792
182,265,0.041263421359874076
200,231,0.04311719622095089
8,187,0.014281064436281883
34,182,0.038049499367943426
304,307,0.037857631104019886
121,242,0.034368481805456756
71,139,0.04935288879806006
152,182,0.02946396723940285
16,363,0.006402216486893917
272,323,0.036311242241750114
265,304,0.03467717363866573
120,235,0.03191374952829096
77,184,0.04340930964031796
226,314,0.04072783468414684
76,267,0.021609396267297853
296,323,0.038187029794925186
99,182,0.03456249952607081
71,137,0.03610156970497706
42,71,0.018393795210775953
122,274,0.03599889217592651
140,283,0.04324133187936156
71,208,0.04317424297735044
122,336,0.04691565334865703
306,318,0.026586231115705395
188,220,0.043983421178094624
234,337,0.011414135766175412
326,382,0.019843579055891746
17,233,0.03840445632730132
71,106,0.03759856205269178
74,307,0.011160214026443913
316,368,0.015658909562646227
207,238,0.022385983403478946
88,210,0.016262777510468437
171,352,0.009011721600813457
63,340,0.04246760288758411
106,270,0.04155600572595403
349,375,0.01749892364434078
167,355,0.020590436177156852
228,285,0.013010344610658505
78,146,0.04549947806640532
59,112,0.0009973059286181093
171,334,0.029104092436444306
250,380,0.049668528246517
354,379,0.042460288663690164
208,270,0.04744753423921708
195,228,0.04148862210013582
167,370,0.04151988706437252
122,167,0.03181733109415315
355,363,0.03912606876947549
98,118,0.028890989327196817
106,355,0.020205125471724473
218,314,0.04088141746524805
54,374,0.03794465361238411
59,225,0.0408814035310919
65,368,0.043371715306940145
13,170,0.01645097207220585
371,390,0.02194744790734725
306,316,0.03620026464599718
239,361,0.0029919166531825977
324,355,0.04492294442543733
156,234,0.02919663401291421
156,337,0.03718287862596984
105,288,0.04896093743180616
227,293,0.002002605919731683
21,118,0.02112221419813092
146,363,0.01645277443479033
11,181,0.02881816043177505
80,208,0.04559605466316965
0,294,0.027793917927235692
71,98,0.04807073533179407
245,249,0.040439971876354085
50,195,0.02615414797133362
153,367,0.039775585716668706
56,324,0.046958361038162894
26,301,0.04993142386066293
76,161,0.025098760367534462
195,249,0.029649301059082894
50,249,0.04952744102296209
59,250,0.03887699117284082
21,225,0.019971469723430006
224,265,0.023323495994716375
285,362,0.039508010973790766
21,106,0.022199694060549374
97,262,0.022386038688935024
52,312,0.04666392070923902
167,380,0.04692434456104884
51,151,0.02637143406232686
128,331,0.027690841915602015
221,276,0.026591145455850215
172,286,0.04032015473221992
112,281,0.030424825328988124
115,380,0.03977559401061106
112,262,0.03630488060747986
65,316,0.042914348462393705
165,268,0.04815249283369216
320,345,0.03749781451617199
47,275,0.03793764454022518
89,256,0.015198680131740569
146,368,0.02142963416811399
140,389,0.026948231335160375
71,184,0.032676010912573536
313,335,0.04925674696863362
285,359,0.018063336981713442
74,182,0.04293135054971124
292,303,0.04459467564829973
364,374,0.011641614816801388
10,292,0.016297097829075867
58,170,0.0361661541252374
107,345,0.030812212496844824
71,363,0.032405984403403906
173,276,0.046547316911421374
36,125,0.02191111362077003
95,261,0.028849678289829015
108,169,0.010023420957866442
180,274,0.03528933395460004
222,351,0.049532811787643655
42,321,0.04909186005313683
157,304,0.012059835654008734
19,89,0.022614346462295747
37,393,0.021027360386182352
107,378,0.017022158898217253
18,318,0.048789678825781946
217,278,0.04183054431192794
32,164,0.014739757994646057
131,240,0.003003909329882183
226,245,0.013897879571441877
348,366,0.04686145832505019
106,281,0.04832167476463516
139,357,0.04875310223511483
6,197,0.048127248617754186
267,350,0.03960598023161037
170,225,0.016510944149939057
285,378,0.03313657506147772
89,90,0.0009973055661881697
139,348,0.011386941059806623
77,156,0.03827511169536182
148,174,0.04743861467302113
103,112,0.024999438771702076
77,152,0.04043133567175955
170,320,0.04949474474184261
42,157,0.04384574328144938
69,307,0.04707202735340522
69,265,0.01893147324455177
105,241,0.029147835619092042
185,373,0.021604003916015486
9,200,0.018201791350737666
50,52,0.027644735232619656
99,167,0.03978465673274669
101,317,0.034406379881137955
13,380,0.04374352157356169
78,281,0.04735690189630628
230,352,0.03436690942842836
77,254,0.04633783192345906
173,274,0.026843857416162017
159,280,0.008975756035306018
194,260,0.020418622301101502
287,317,0.034623624400385994
19,100,0.0453177026224256
40,351,0.003155245169924699
52,249,0.027690852548131698
14,51,0.011389507427080177
185,234,0.03738758799555332
76,350,0.03290554740270483
262,276,0.041665206363992235
123,252,0.04515826011657321
103,200,0.0249658686248916
50,345,0.038547087484573604
133,139,0.044923862470883445
66,183,0.019995061127343786
274,311,0.037239554188821404
10,375,0.01115208638150387
131,279,0.045347303570335604
173,184,0.016379583339487625
310,350,0.03220325465243639
59,380,0.03988988050372346
346,360,0.022316263931056964
98,170,0.0332662419947435
204,302,0.035811216074281345
151,203,0.04510313869576498
377,381,0.04898147912172994
290,372,0.026006701873038798
58,343,0.019668534367134633
80,97,0.017680299584904094
97,167,0.026154565027287968
289,293,0.03617879450212225
200,337,0.03840455565698484
37,138,0.031323667610967616
13,345,0.04827549470734399
335,356,0.030333938187643298
55,267,0.022157488246193756
95,373,0.029757498049334044
324,348,0.03427628372310554
213,386,0.023564724980745917
21,112,0.0395079885294062
56,262,0.006694875311119946
19,388,0.03716948633696292
112,156,0.029374210603592722
316,318,0.038518515661769365
170,369,0.037984284698344244
78,103,0.03446355303860518
174,292,0.04871348502124958
184,380,0.04815487183594498
104,362,0.02509451812453831
135,333,0.044424204733357515
74,131,0.049880996807515704
22,121,0.019202234778963313
59,208,0.004464085632704614
326,334,0.025769481436233196
71,99,0.02590069411051774
324,390,0.015257508907468142
339,381,0.04946888430461478
370,371,0.01832758677553371
80,363,0.04175751739553979
12,41,0.03080050716125868
127,329,0.014573906057853973
182,287,0.03503541099929472
40,122,0.036724944560141505
9,208,0.0369211170552725
204,326,0.023859043388182035
240,279,0.04814646786615286
195,261,0.011677768444786619
230,251,0.012793200242811949
272,369,0.016082531639097248
34,262,0.023562492126937253
9,250,0.049668528246517
279,338,0.03344996730038778
195,373,0.042434716921624
81,326,0.028669278966277467
159,279,0.02946169093747331
226,278,0.035101863904237564
122,351,0.034968496792731084
43,48,0.042466714267644735
55,220,0.03576918321023868
77,271,0.04346845762124792
136,360,0.047031669228005085
14,75,0.014281056814953641
229,261,0.045729749978843263
59,274,0.016452780704643708
189,323,0.027230781227812022
71,355,0.03260096257286873
122,381,0.03576919237285432
258,275,0.03178096885530193
263,303,0.03080732515224125
43,272,0.0031548028891197396
126,282,0.03513375308018463
98,311,0.04519708495644601
236,254,0.03622011611558257
274,276,0.02610267497577943
156,281,0.039195839489207004
225,227,0.039957698307810166
106,311,0.03691324613505092
23,357,0.04931539348838771
154,204,0.03545902047098982
190,312,0.018051263391417462
368,370,0.03139211328043964
115,288,0.029544504324178572
125,287,0.001994611053354966
17,347,0.03710222369078107
113,120,0.027164256637893625
237,347,0.04108751621591156
274,289,0.04219307113232294
146,354,0.04807060863464051
337,373,0.022505829071701806
261,373,0.03363643341753573
71,274,0.03169945278418571
34,59,0.03513381111848345
237,330,0.02313314113445865
16,146,0.021889318968389887
227,380,0.038930554033057355
93,235,0.028594400255064833
281,331,0.04871360185668683
89,387,0.04206866670103939
125,366,0.013168403709415862
36,40,0.04895951154111819
59,77,0.049226673568745126
256,309,0.04391761954193698
6,227,0.03223918302753768
225,250,0.02685455459939403
98,289,0.023710400987424735
284,380,0.04899269109266209
251,329,0.024114359670855557
189,231,0.035916742935092574
240,331,0.022503552039277657
275,312,0.04056496050304498
84,209,0.03121160658610077
106,180,0.032911095635701035
28,67,0.034044263127561536
136,392,0.04460541918967728
301,363,0.03671827726259332
45,158,0.04810861115838603
6,43,0.029755262442948217
19,94,0.042025188726936905
99,276,0.03616614529400044
101,316,0.03517375706305946
115,250,0.04653112312729889
58,227,0.04307172072093977
308,324,0.04455361272537377
131,219,0.039713084126903525
21,103,0.021033919406999786
167,379,0.038529073995857574
