source,target,DISTANCE
402,546,0.037150133796534354
42,164,0.04410325135073781
39,274,0.04680710866389592
60,187,0.022587293577304223
153,537,0.0323143009811706
284,388,0.023107030648467926
480,560,0.02919105274554821
386,414,0.03338829387972062
185,497,0.03104066540799551
77,95,0.009420204384668136
164,311,0.047175739846838774
105,277,0.03795026152521322
211,224,0.04189926482703851
401,465,0.0028261563286631894
313,528,0.04697052187093602
172,189,0.04301470031023165
205,339,0.03219640878337115
439,553,0.042511051395946894
212,406,0.044999335221413014
339,528,0.011641731167248296
99,231,0.026275234154861164
155,261,0.0322563847343896
21,306,0.02601657076945466
197,228,0.04289633509479556
480,498,0.027108408937616527
23,237,0.03738775804793523
63,148,0.033650933466996845
216,485,0.02437125123398393
19,190,0.037030304360228375
212,544,0.04976864734392116
117,235,0.041053733250836374
439,540,0.036029375955423666
8,508,0.024114536980358925
87,92,0.040251549195439225
288,442,0.009828029883945131
64,518,0.04006508457335035
83,254,0.032676178468421406
193,298,0.04030229025535947
425,499,0.045566163106543725
334,482,0.039064120985222224
430,505,0.04231435102470307
92,318,0.02817009172552951
187,239,0.04463321525377495
329,423,0.043107514196950726
127,315,0.02340355188642891
50,244,0.04735158297957779
102,122,0.02860102219614539
67,89,0.0378631115952267
212,217,0.020778154285201512
297,576,0.03910177469051377
103,275,0.044103202434295115
148,485,0.0301872455404628
412,419,0.028939594782903883
333,478,0.04481090710407212
139,313,0.022492052139509226
286,484,0.02342044900987951
264,381,0.03404275370227437
79,115,0.038167995942418105
325,450,0.04224296053563333
18,58,0.02438228360672003
16,476,0.03595950566997388
13,334,0.03629758431338517
45,460,0.04605831465691711
65,153,0.030115924721922618
264,568,0.04704535588383217
79,475,0.03216339583089422
24,50,0.03486006456347046
115,369,0.012536148506028778
87,472,0.02243509062781799
125,339,0.024544539268134585
320,467,0.045216316462647635
212,361,0.020051290382483163
371,456,0.016509286383475427
9,187,0.04800279164308731
518,560,0.017072608928001436
210,534,0.025651040430486605
105,377,0.028939134370299414
90,281,0.03451776018332018
