source,target,DISTANCE
34,53,0.03706077850503871
14,18,0.04654672269420486
3,61,0.04310218735257153
19,62,0.01208932142269598
5,53,0.02420424399250232
48,51,0.033864860663521235
52,59,0.04701976796816585
23,51,0.035902613050345616
9,42,0.03495178129180612
24,48,0.023712860874235835
33,35,0.04733932553887583
30,40,0.038258354589378187
11,56,0.047733821816657515
1,46,0.017482178567934475
12,51,0.028036178804098505
23,24,0.026110364508067925
30,37,0.037594306352340824
11,35,0.02544076199131742
17,49,0.04850605573214144
33,34,0.041326404896516206
30,35,0.03535301363628283
8,19,0.026241790983649257
6,41,0.03804909239337525
6,42,0.023287843807346525
30,53,0.04642282386802003
34,56,0.042510036339148315
16,18,0.04523528609804382
29,55,0.21050891691884094
37,64,0.04361922041578291
23,48,0.04060353774017343
30,33,0.023029579435070623
39,43,0.04625854610738888
12,23,0.04555764280341605
14,61,0.04810351893959283
25,38,0.049632526252293516
7,10,0.21669531188781138
36,64,0.04083028489618959
10,13,0.042065805409244435
6,9,0.048708892209664026
30,34,0.04429411404574529
41,42,0.03279240620611953
36,53,0.025071712943184173
20,47,0.04558358750125272
8,14,0.047432755309537805
12,28,0.04456352987692823
26,31,0.03848309417217604
30,44,0.020498451012910483
8,54,0.03301778559846894
26,59,0.02159905940362183
16,39,0.018269187253524805
32,44,0.04876938651042643
12,24,0.03396757825725278
14,54,0.02214444515813848
0,58,0.021200655105677892
5,34,0.024068891896661254
5,35,0.024646324010283993
19,26,0.040070661012111056
45,57,0.03905011881127017
31,59,0.02202841121391536
52,61,0.03679881486995422
0,2,0.025025946260569806
22,58,0.05993062912014484
0,27,0.10073148326108074
2,58,0.012034459536436844
34,40,0.04246590639263002
16,63,0.031317686718720185
33,44,0.017465781902851182
21,57,0.48961526273463496
5,36,0.04910093975253324
46,55,0.1584847012174669
9,43,0.04673080642322787
18,54,0.028843099677902943
33,40,0.015540938845179179
8,62,0.023721013008618425
18,50,0.029918815330927922
35,37,0.029998866582813997
37,53,0.029479064532328354
35,53,0.012801289359058473
24,51,0.04274443596389385
12,48,0.011677624466151061
15,43,0.03941694086917062
34,35,0.027923117983665053
39,63,0.030811853629284493
11,34,0.014195295676145563
25,32,0.018429458995057227
3,52,0.014979332202139959
5,11,0.010298149026869778
4,60,0.0862439346442605
36,37,0.016095038559093267
11,53,0.02975918327462158
35,36,0.032289469739258635
40,44,0.030606250071189767
